index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz]
0, 2023/11/22 18:43:02.901, 24.49 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 18:43:03.910, 24.49 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 18:43:04.913, 24.49 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 18:43:05.916, 24.49 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 18:43:06.920, 24.49 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 18:43:07.924, 24.49 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 18:43:08.928, 24.49 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 18:43:09.933, 24.48 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 18:43:10.936, 40.37 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 18:43:11.939, 40.36 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 18:43:12.942, 40.45 W, 1372 MHz, 1107 MHz, 1372 MHz
0, 2023/11/22 18:43:13.945, 44.16 W, 1462 MHz, 1107 MHz, 1462 MHz
0, 2023/11/22 18:43:14.948, 44.25 W, 1462 MHz, 1107 MHz, 1462 MHz
0, 2023/11/22 18:43:15.951, 44.25 W, 1462 MHz, 1107 MHz, 1462 MHz
0, 2023/11/22 18:43:16.956, 44.25 W, 1462 MHz, 1107 MHz, 1462 MHz
0, 2023/11/22 18:43:17.959, 44.25 W, 1462 MHz, 1107 MHz, 1462 MHz
0, 2023/11/22 18:43:18.965, 44.15 W, 1462 MHz, 1107 MHz, 1462 MHz
0, 2023/11/22 18:43:19.968, 44.25 W, 1462 MHz, 1107 MHz, 1462 MHz
0, 2023/11/22 18:43:20.975, 44.25 W, 1462 MHz, 1107 MHz, 1462 MHz
0, 2023/11/22 18:43:21.979, 44.35 W, 1462 MHz, 1107 MHz, 1462 MHz
0, 2023/11/22 18:43:22.982, 44.26 W, 1462 MHz, 1107 MHz, 1462 MHz
0, 2023/11/22 18:43:23.985, 44.26 W, 1462 MHz, 1107 MHz, 1462 MHz
0, 2023/11/22 18:43:24.988, 44.27 W, 1462 MHz, 1107 MHz, 1462 MHz
0, 2023/11/22 18:43:25.991, 44.36 W, 1462 MHz, 1107 MHz, 1462 MHz
0, 2023/11/22 18:43:26.994, 44.26 W, 1462 MHz, 1107 MHz, 1462 MHz
0, 2023/11/22 18:43:27.997, 44.35 W, 1462 MHz, 1107 MHz, 1462 MHz
0, 2023/11/22 18:43:29.000, 44.37 W, 1462 MHz, 1107 MHz, 1462 MHz
